+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50001.0000000000000000,+50001.0000000000000000,+50001.0000000000000000,+50001.0000000000000000,+50001.0000000000000000,+50001.0000000000000000,+50001.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000
+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50001.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000
+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000
+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000
+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+50000.0000000000000000,+4869.0000000000000000,+4673.0000000000000000,+4639.0000000000000000,+4654.0000000000000000,+4692.0000000000000000,+4739.0000000000000000,+4792.0000000000000000,+4848.0000000000000000,+4906.0000000000000000,+4966.0000000000000000,+5028.0000000000000000,+5091.0000000000000000,+5156.0000000000000000,+5223.0000000000000000,+5293.0000000000000000,+5364.0000000000000000,+5438.0000000000000000,+5513.0000000000000000,+5592.0000000000000000,+5672.0000000000000000,+5755.0000000000000000
+50000.0000000000000000,+14716.0000000000000000,+6378.0000000000000000,+5332.0000000000000000,+2587.0000000000000000,+2428.0000000000000000,+2288.0000000000000000,+2199.0000000000000000,+2152.0000000000000000,+2129.0000000000000000,+2122.0000000000000000,+2125.0000000000000000,+2136.0000000000000000,+2152.0000000000000000,+2173.0000000000000000,+2198.0000000000000000,+2227.0000000000000000,+2259.0000000000000000,+2294.0000000000000000,+2331.0000000000000000,+2372.0000000000000000,+2415.0000000000000000,+2461.0000000000000000,+2510.0000000000000000,+2560.0000000000000000,+2612.0000000000000000,+2666.0000000000000000,+2721.0000000000000000,+2777.0000000000000000,+2834.0000000000000000,+2892.0000000000000000,+2951.0000000000000000
+50000.0000000000000000,+10618.0000000000000000,+5489.0000000000000000,+2405.0000000000000000,+2333.0000000000000000,+2221.0000000000000000,+2085.0000000000000000,+1954.0000000000000000,+1856.0000000000000000,+1795.0000000000000000,+1760.0000000000000000,+1742.0000000000000000,+1734.0000000000000000,+1733.0000000000000000,+1736.0000000000000000,+1742.0000000000000000,+1751.0000000000000000,+1762.0000000000000000,+1774.0000000000000000,+1788.0000000000000000,+1804.0000000000000000,+1820.0000000000000000,+1838.0000000000000000,+1856.0000000000000000,+1876.0000000000000000,+1897.0000000000000000,+1919.0000000000000000,+1942.0000000000000000,+1966.0000000000000000,+1991.0000000000000000,+2017.0000000000000000,+2044.0000000000000000
+50000.0000000000000000,+6364.0000000000000000,+3144.0000000000000000,+2227.0000000000000000,+2143.0000000000000000,+2080.0000000000000000,+1999.0000000000000000,+1908.0000000000000000,+1814.0000000000000000,+1728.0000000000000000,+1659.0000000000000000,+1612.0000000000000000,+1581.0000000000000000,+1563.0000000000000000,+1553.0000000000000000,+1549.0000000000000000,+1548.0000000000000000,+1550.0000000000000000,+1554.0000000000000000,+1560.0000000000000000,+1567.0000000000000000,+1575.0000000000000000,+1584.0000000000000000,+1593.0000000000000000,+1604.0000000000000000,+1615.0000000000000000,+1626.0000000000000000,+1638.0000000000000000,+1651.0000000000000000,+1664.0000000000000000,+1677.0000000000000000,+1691.0000000000000000
+50000.0000000000000000,+6996.0000000000000000,+3057.0000000000000000,+2795.0000000000000000,+2234.0000000000000000,+2161.0000000000000000,+2078.0000000000000000,+1981.0000000000000000,+1866.0000000000000000,+1752.0000000000000000,+1680.0000000000000000,+1639.0000000000000000,+1613.0000000000000000,+1595.0000000000000000,+1582.0000000000000000,+1573.0000000000000000,+1566.0000000000000000,+1562.0000000000000000,+1559.0000000000000000,+1558.0000000000000000,+1558.0000000000000000,+1559.0000000000000000,+1561.0000000000000000,+1564.0000000000000000,+1568.0000000000000000,+1573.0000000000000000,+1578.0000000000000000,+1585.0000000000000000,+1591.0000000000000000,+1599.0000000000000000,+1607.0000000000000000,+1616.0000000000000000
+50000.0000000000000000,+8304.0000000000000000,+3761.0000000000000000,+2971.0000000000000000,+2848.0000000000000000,+2675.0000000000000000,+2405.0000000000000000,+2267.0000000000000000,+2189.0000000000000000,+2127.0000000000000000,+2073.0000000000000000,+2025.0000000000000000,+1982.0000000000000000,+1944.0000000000000000,+1910.0000000000000000,+1882.0000000000000000,+1858.0000000000000000,+1839.0000000000000000,+1823.0000000000000000,+1811.0000000000000000,+1801.0000000000000000,+1794.0000000000000000,+1789.0000000000000000,+1785.0000000000000000,+1783.0000000000000000,+1783.0000000000000000,+1784.0000000000000000,+1785.0000000000000000,+1788.0000000000000000,+1792.0000000000000000,+1797.0000000000000000,+1802.0000000000000000
