-0000.3483257276440254,-0000.3932015847113607,-0000.4239357222293499,-0000.4412257829785126,-0000.4476513518334060,-0000.4465743968292270,-0000.4409238815227320,-0000.4328478283927573,-0000.4237748941633187,-0000.4145895669609400,-0000.4058010280213875,-0000.3976735163377518,-0000.3903181426022720,-0000.3837544585680513,-0000.3779503952346986,-0000.3728474326061944,-0000.3683759787320041,-0000.3644644066549605,-0000.3610440717661754,-0000.3580518407452103,-0000.3554311231330480,-0000.3531320357150360,-0000.3511110929897441,-0000.3493306638868372,-0000.3477583373914901,-0000.3463662785793620,-0000.3451306188543478,-0000.3440309014086145,-0000.3430495895480404,-0000.3421716379846431,-0000.3413841232199198,-0000.3406759272989866
-0000.3967425738848163,-0000.5675668566863912,-0000.5985835943162755,-0000.6076475060971401,-0000.6065678854104513,-0000.5984035245847289,-0000.5853180799985045,-0000.5690403378414285,-0000.5509370528078832,-0000.5320712326241299,-0000.5132400801923038,-0000.4950076178909637,-0000.4777416390610613,-0000.4616541971183901,-0000.4468410615161539,-0000.4333163349189970,-0000.4210404347245429,-0000.4099412982688092,-0000.3999296120702860,-0000.3909092253031657,-0000.3827839172119341,-0000.3754615319690013,-0000.3688562867258735,-0000.3628898581514656,-0000.3574916837750093,-0000.3525987824502287,-0000.3481553001289220,-0000.3441119167240455,-0000.3404252007011192,-0000.3370569645304330,-0000.3339736517801599,-0000.3311457720517448
-0000.3041947686057782,-0000.3390389985644942,-0000.3566018935996813,-0000.3776742869099838,-0000.3954239087152391,-0000.4068641994983311,-0000.4116061052899239,-0000.4104794180147968,-0000.4047492089695873,-0000.3957158139335585,-0000.3845288596273919,-0000.3721203380540398,-0000.3592005040354518,-0000.3462829501313239,-0000.3337198618216080,-0000.3217376625572262,-0000.3104686399663764,-0000.2999770660197502,-0000.2902797857898937,-0000.2813618962958278,-0000.2731883524569902,-0000.2657123389225277,-0000.2588811536007826,-0000.2526402239347343,-0000.2469357516848606,-0000.2417163702333330,-0000.2369341050380082,-0000.2325448530183533,-0000.2285085384099633,-0000.2247890582991786,-0000.2213540979125171,-0000.2181748713366173
-0000.2011960286422854,-0000.1691286021163217,-0000.1709867778619001,-0000.1815265981839823,-0000.1933073638724875,-0000.2023992234892799,-0000.2075962202213267,-0000.2090077950651374,-0000.2072190913594752,-0000.2029180058457135,-0000.1967530626156213,-0000.1892865492511694,-0000.1809845004236139,-0000.1722208912671395,-0000.1632873116606893,-0000.1544044861736414,-0000.1457339364240898,-0000.1373889198345986,-0000.1294442135054156,-0000.1219445694131201,-0000.1149118259860730,-0000.1083507557303845,-0000.1022537792976344,-0000.0966046975439466,-0000.0913815953281477,-0000.0865590617079935,-0000.0821098561665794,-0000.0780061330802029,-0000.0742203190495254,-0000.0707257212434771,-0000.0674969302037097,-0000.0645100678732557
-0000.1149911279529011,-0000.0407990585383673,-0000.0264363362400749,-0000.0232974468223081,-0000.0227141700389618,-0000.0214218976850357,-0000.0188748486057281,-0000.0153036566995570,-0000.0110100259596525,-0000.0062109543706346,-0000.0010457242658698,+0000.0043913910853376,+0000.0100270981874865,+0000.0157966332117537,+0000.0216390650320569,+0000.0274966266500810,+0000.0333156662195379,+0000.0390479202817566,+0000.0446515215125979,+0000.0500915492206857,+0000.0553401273128838,+0000.0603761564928202,+0000.0651847890771612,+0000.0697567476235608,+0000.0740875700059745,+0000.0781768426197823,+0000.0820274642536760,+0000.0856449674120374,+0000.0890369117799198,+0000.0922123557487358,+0000.0951814058951850,+0000.0979548404215053
-0000.0659038738660833,+0000.0810858031848268,+0000.1218970002284472,+0000.1339900253644442,+0000.1408137895428929,+0000.1473307490979589,+0000.1539375688420618,+0000.1603308501348178,+0000.1662993126803345,+0000.1717830760137739,+0000.1768124985525688,+0000.1814556312338016,+0000.1857880441818883,+0000.1898783659754619,+0000.1937827109284698,+0000.1975436673475978,+0000.2011914271313401,+0000.2047457707378110,+0000.2082182475613490,+0000.2116142298124071,+0000.2149346993228243,+0000.2181777230679978,+0000.2213396230455835,+0000.2244158702221165,+0000.2274017419879445,+0000.2302927844027754,+0000.2330851181887355,+0000.2357756231077878,+0000.2383620303029365,+0000.2408429471066089,+0000.2432178341078671,+0000.2454869501039951
-0000.0783401532634542,+0000.1977630247231976,+0000.2625332365145479,+0000.2791391857244410,+0000.2887819385730746,+0000.2972963962439540,+0000.3050457952033648,+0000.3118825119134963,+0000.3177915698917528,+0000.3228671785719344,+0000.3272423139520915,+0000.3310494050677996,+0000.3344048273664172,+0000.3374051609692650,+0000.3401282329673677,+0000.3426356937424193,+0000.3449757935701007,+0000.3471858883281351,+0000.3492945581041580,+0000.3513233533748424,+0000.3532882218742746,+0000.3552006728077544,+0000.3570687275257698,+0000.3588976963009955,+0000.3606908125143305,+0000.3624497490135012,+0000.3641750364940547,+0000.3658664000966060,+0000.3675230276585347,+0000.3691437809266241,+0000.3707273593349331,+0000.3722724245475794
-0000.1113773055214370,+0000.2943293269290849,+0000.3810766225722530,+0000.4011888880276365,+0000.4122736290113122,+0000.4214091315515924,+0000.4291648808755192,+0000.4356102966642348,+0000.4409052904292411,+0000.4452555043712838,+0000.4488565964371909,+0000.4518730922998646,+0000.4544359457760535,+0000.4566469121378865,+0000.4585843632223380,+0000.4603085949833294,+0000.4618661202037753,+0000.4632929669490000,+0000.4646171572768048,+0000.4658605559973774,+0000.4670402509499922,+0000.4681695900250053,+0000.4692589679327717,+0000.4703164302531906,+0000.4713481432751384,+0000.4723587643045030,+0000.4733517372301959,+0000.4743295311306837,+0000.4752938347621377,+0000.4762457162931256,+0000.4771857552056902,+0000.4781141515592345
-0000.0743152487909718,+0000.3834436532945626,+0000.4756867669022337,+0000.4993424712520758,+0000.5116099251858658,+0000.5207601721689668,+0000.5280236175519023,+0000.5337837901563838,+0000.5383459923142861,+0000.5419792182054777,+0000.5449029748874197,+0000.5472872664751602,+0000.5492605176025420,+0000.5509189094295873,+0000.5523344978786587,+0000.5535615399747766,+0000.5546411971900304,+0000.5556049630037432,+0000.5564771443479284,+0000.5572766590730824,+0000.5580183438557635,+0000.5587139124038711,+0000.5593726632671489,+0000.5600020075177100,+0000.5606078660535141,+0000.5611949718932117,+0000.5617671027182877,+0000.5623272618034618,+0000.5628778204343482,+0000.5634206313259280,+0000.5639571199910545,+0000.5644883591619902
-0000.0301402773569853,+0000.4514427765935359,+0000.5488306684269790,+0000.5769064009749811,+0000.5905125200312630,+0000.5995079660975798,+0000.6061179006099957,+0000.6111263896873340,+0000.6149751050053807,+0000.6179700727474446,+0000.6203329505069498,+0000.6222247971734207,+0000.6237626502352938,+0000.6250318935580123,+0000.6260952849377811,+0000.6269993968983431,+0000.6277791594245340,+0000.6284610566618478,+0000.6290653845186672,+0000.6296078562576850,+0000.6301007545014795,+0000.6305537658286546,+0000.6309745914704890,+0000.6313693986384323,+0000.6317431573471960,+0000.6320998941914114,+0000.6324428853451429,+0000.6327748046876035,+0000.6330978385256718,+0000.6334137752466523,+0000.6337240760196716,+0000.6340299310601565
